qid;univers;titre_fr;titre_en;sources;potentiel;accord;statut;langues_ecrites;ajoute;ecrit;publie;phrase;apercu
Q3274052;esprit;"";"Bouba/kiki effect";"insolite+phare+saviez";9;2;ecrit;"fr";2026-09-03;2026-09-07;;"Montrez une forme ronde et une forme pointue : sur presque toute la planète, la ronde s'appelle bouba et la pointue kiki.";"L'effet bouba-kiki est une corrélation entre la forme visuelle d'un objet et la suite de phones (c'est-à-dire la prononciation) qu'on lui associe, observée pour la première fois par le psychologue germano-américain Wolfgang Köhler en 1929."
Q549108;vivant;"Bouquetin ibérique";"Iberian ibex";"phare";9;5;ecrit;"fr";2026-09-03;2026-09-07;;"Cette chèvre a été la première espèce ressuscitée par clonage : le clone est né en 2003 et a vécu sept minutes.";"Le Bouquetin ibérique ou Bouquetin d'Espagne (Capra pyrenaica) est une espèce de mammifères de la famille des bovidés. Cette espèce fait partie du genre Capra, comme la Chèvre domestique, et est particulièrement proche du Bouquetin des Alpes (Capra ibex)."
Q2026998;terre;"";"Burning Mountain";"insolite+phare+saviez";9;2;ecrit;"fr";2026-09-03;2026-09-07;;"Sous cette colline australienne, une veine de charbon brûle sans interruption depuis environ six mille ans, avançant d'un mètre par an.";"Burning Mountain (en français : « montagne qui brûle »), nom commun du mont Wingen, est une colline située près de Wingen (en), en Nouvelle-Galles du Sud, en Australie, à 224 km au nord de Sydney."
Q582172;arts;"Buste de Néfertiti";"Nefertiti Bust";"phare+saviez";9;1;ecrit;"fr";2026-09-03;2026-09-07;;"L'œil gauche n'a jamais été posé : le sculpteur a laissé la cavité vide, et son atelier a été retrouvé tel quel.";"Le buste de Néfertiti, appelé aussi la tête de Néfertiti, est une sculpture de calcaire peinte du XIVe siècle av. J.-C., représentant Néfertiti, la grande épouse royale du pharaon égyptien de la XVIIIe dynastie Akhenaton, aujourd'hui exposée au Neues Museum de Berlin."
Q1888;sciences;"Californium";"Californium";"phare";9;1;ecrit;"fr";2026-09-03;2026-09-07;;"Un gramme de cet élément vaut plusieurs dizaines de millions de dollars, ce qui en fait la matière la plus chère jamais produite.";"Le californium (symbole Cf) est l'élément chimique de numéro atomique 98. C'est un élément transuranien de la famille des actinides, radioactif et synthétique."
Q754194;arts;"Campanile de Saint-Marc";"St Mark's Campanile";"phare+saviez";9;2;ecrit;"fr";2026-09-03;2026-09-07;;"Il s'est effondré en un tas de poussière un matin de 1902 sans tuer personne, et fut refait « comme il était, où il était ».";"Le campanile de Saint-Marc de Venise est une tour campanaire, de 98,6 mètres de haut, qui se trouve isolée sur un côté de la place Saint-Marc, près de la façade de la basilique Saint-Marc dont elle est le clocher."
Q1136557;terre;"Canicule d'août 2003 en Europe";"2003 European heatwave";"phare+saviez";9;1;ecrit;"fr";2026-09-03;2026-09-07;;"Un seul été a causé environ soixante-dix mille morts supplémentaires en Europe et fait perdre un mètre d'épaisseur aux glaciers alpins.";"La canicule d'août 2003 en Europe est un événement climatique d'ampleur exceptionnelle survenu de juin à août 2003 et marqué par de nombreux records de température au cours de la première quinzaine d'août."
Q616503;histoire;"Canular du Dreadnought";"Dreadnought hoax";"insolite+phare+saviez";9;3;publie;"fr";2026-09-03;;2026-09-05;"Virginia Woolf, grimée en prince abyssin, a été reçue à bord du navire amiral britannique avec les honneurs militaires en 1910.";"Le canular du Dreadnought (anglais : Dreadnought hoax) est une imposture organisée en 1910 par Horace de Vere Cole. Celui-ci se fait passer pour un membre de la famille royale d'Abyssinie (Empire éthiopien) et réussit à leurrer la Royal Navy, qui fait visiter le navire amiral, le HMS Dreadnought, à une soi-disant délégation abyssinienne."
Q504818;histoire;"Carnets d'Adolf Hitler";"Hitler Diaries";"insolite+phare";9;8;ecrit;"fr";2026-09-03;2026-09-07;;"Un magazine allemand a payé neuf millions de marks en 1983 pour des carnets rédigés sur du papier d'après-guerre par un faussaire de Stuttgart.";"Les Carnets d'Adolf Hitler (en allemand : Hitler-Tagebücher) sont un journal intime prétendument tenu par Adolf Hitler mais en réalité écrit par le faussaire Konrad Kujau entre 1978 et 1983."
Q76948;cosmos;"Caroline Herschel";"Caroline Herschel";"phare+saviez";9;4;ecrit;"fr";2026-09-03;2026-09-07;;"Domestique devenue astronome, elle a découvert huit comètes et fut la première femme payée pour faire de la science en Angleterre.";"Caroline Herschel (16 mars 1750 - 9 janvier 1848) est une astronome britannique d'origine allemande. Née à Hanovre, dans une famille de musiciens, elle rejoint son frère, l’astronome William Herschel, en Angleterre."
Q1048357;histoire;"";"Cassie Chadwick";"phare";9;3;publie;"fr";2026-09-03;;2026-09-05;"Elle a emprunté des millions aux banques américaines en se présentant comme la fille illégitime d'Andrew Carnegie, qui ne l'avait jamais rencontrée.";"Cassie L. Chadwick (10 October 1857 – 10 October 1907) was the most well-known pseudonym used by Canadian con artist Elizabeth Bigley, who defrauded several American banks out of millions of dollars during the late 1800s and early 1900s by claiming to be an illegitimate daughter and heiress of the S"
Q513300;arts;"Cathédrale Saint-Pierre de Beauvais";"Beauvais Cathedral";"phare";9;2;ecrit;"fr";2026-09-03;2026-09-07;;"Le chœur gothique le plus haut du monde s'est effondré deux fois, et la nef n'a jamais été construite.";"La cathédrale Saint-Pierre de Beauvais est une église catholique située à Beauvais, dans le département français de l'Oise en région Hauts-de-France. Elle est la cathédrale du diocèse de Beauvais."
Q188533;cosmos;"Ceinture de Van Allen";"Van Allen radiation belt";"phare+saviez";9;4;ecrit;"fr";2026-09-03;2026-09-07;;"Découverte par accident en 1958, elle piège des particules si énergétiques qu'elles auraient tué les astronautes d'Apollo sans traversée rapide.";"La ou les ceinture(s) de radiations de Van Allen, ou plus simplement ceinture(s) de Van Allen, ainsi nommées en l'honneur du physicien américain James Van Allen, sont une zone toroïdale de la magnétosphère de la Terre qui entoure l'équateur magnétique et contient une grande densité de particules énergétiques provenant du vent solaire."
Q118081;histoire;"Célestin V";"Pope Celestine V";"insolite+phare";9;1;ecrit;"fr";2026-09-03;2026-09-07;;"Un ermite de quatre-vingts ans a été tiré de sa grotte pour devenir pape, a démissionné cinq mois plus tard, et a été enfermé jusqu'à sa mort.";"Célestin V (né Pietro Angeleri et également connu sous le nom de Pietro de Morrone), né vers 1215 dans le Molise en Italie et mort le 19 mai 1296 à Fumone, est un moine-ermite italien appartenant à l'ordre des bénédictins."
Q157012;arts;"Chambre d'ambre";"Amber Room";"phare";9;3;ecrit;"fr";2026-09-03;2026-09-07;;"Six tonnes d'ambre couvrant les murs d'une pièce entière ont disparu en 1945 et n'ont jamais été retrouvées.";"La Chambre d'ambre (en russe : Янтарная комната, Iantarnaïa komnata ; en allemand : Bernsteinzimmer), une pièce aux murs recouverts d’éléments sculptés dans de l'ambre authentique, fut offerte par le roi de Prusse Frédéric-Guillaume Ier au tsar de Russie Pierre le Grand en 1716."
Q715027;histoire;"Charles d'Éon de Beaumont";"Chevalière d'Éon";"insolite+phare+saviez";9;7;publie;"fr";2026-09-03;;2026-09-05;"Un diplomate et espion français a vécu quarante-neuf ans en homme puis trente-trois en femme, et Londres pariait publiquement sur son sexe.";"Charles d'Éon de Beaumont, ou Charlotte d’Éon de Beaumont, dite le chevalier d'Éon, née le 5 octobre 1728 à l’hôtel d'Uzès de Tonnerre, et morte le 21 mai 1810 à Londres, est une diplomate, espionne, officier, et femme de lettres française."
Q106187;terre;"Chaussée des Géants";"Giant's Causeway";"phare+saviez";9;2;ecrit;"fr";2026-09-03;2026-09-07;;"Quarante mille colonnes de basalte hexagonales se sont emboîtées toutes seules en refroidissant, comme un dallage taillé.";"La Chaussée des Géants est une formation volcanique située sur la côte d'Irlande du Nord. Située à 3 km au nord de la ville de Bushmills dans le comté d'Antrim, à l'extrémité septentrionale du plateau d'Antrim, elle se caractérise par environ 40 000 colonnes hexagonales verticales juxtaposées (colonnes ou orgues basaltiques)."
Q55516;sciences;"Chiffre de Vigenère";"Vigenère cipher";"phare";9;2;ecrit;"fr";2026-09-03;2026-09-07;;"Réputé indéchiffrable pendant trois siècles, il a été cassé en secret par Babbage, qui n'a jamais rien publié de sa méthode.";"Le chiffre de Vigenère est un système de chiffrement par substitution polyalphabétique dans lequel une même lettre du message clair peut, suivant sa position dans celui-ci, être remplacée par des lettres différentes, contrairement à un système de chiffrement mono alphabétique comme le chiffre de Cés"
Q2963649;esprit;"Chimane (ethnie)";"Tsimané";"phare";9;0;ecrit;"fr";2026-09-03;2026-09-07;;"Ces Amazoniens ont les artères les plus propres jamais mesurées : à 80 ans, leur cœur en paraît vingt de moins.";"Les Chimane, Chimani, Tsimané ou Tsimane' sont une ethnie amérindienne de l'Amazonie bolivienne établie dans le sud du département de Beni. Leur langue, le chimane qui est toujours vivante appartient à la famille mosetenane qui constitue elle-même un isolat."
Q188803;esprit;"";"Christiaan Barnard";"phare";9;1;ecrit;"fr";2026-09-03;2026-09-07;;"Le premier greffé du cœur, en 1967, s'est réveillé, a parlé et mangé, avant de mourir d'une pneumonie dix-huit jours plus tard.";"Christiaan Barnard, né le 8 novembre 1922 à Beaufort West (Union d'Afrique du Sud) et mort le 2 septembre 2001 à Paphos (Chypre), est un chirurgien cardiaque sud-africain, qui devint célèbre pour avoir réussi la première transplantation cardiaque à partir d'un cœur humain en 1967."
Q105701;mysteres;"";"Christian Gerhartsreiter";"phare";9;1;publie;"fr";2026-09-03;;2026-09-05;"Un immigré bavarois s'est fait passer trente ans pour un Rockefeller, épousant une consultante de Harvard qui n'a jamais vu son vrai nom.";"Christian Karl Gerhartsreiter (born 21 February 1961) is a German convicted murderer and impostor. Born in West Germany, he is currently serving a prison sentence in the U.S."
Q34221;terre;"Chutes du Niagara";"Niagara Falls";"phare+saviez";9;1;ecrit;"fr";2026-09-03;2026-09-07;;"En 1848, un embâcle de glace a coupé l'alimentation en eau et les chutes se sont tues toute une nuit.";"Les chutes du Niagara ou chutes Niagara (toponyme officiel au Canada ; en anglais Niagara Falls, prononcé : [naɪˈæɡɹə fɔlz]), sont un ensemble de trois chutes d'eau situées sur la rivière Niagara qui relie le lac Érié au lac Ontario, dans l'est de l'Amérique du Nord, à la frontière entre le Canada e"
Q5119329;mysteres;"Cicada 3301";"Cicada 3301";"insolite+phare";9;0;publie;"fr";2026-09-03;;2026-09-05;"Une énigme postée sur un forum menait à des affiches collées dans quatorze villes du monde ; les organisateurs ne se sont jamais montrés.";"Cicada 3301 (de l'anglais cicada, cigale) est un concours organisé sur Internet et mettant en jeu à titre principal des compétences en cryptographie et en informatique."
Q15221944;vivant;"Coléoptère bombardier";"Bombardier beetle";"phare+saviez";9;1;ecrit;"fr";2026-09-03;2026-09-07;;"Il fabrique une explosion chimique à 100 °C dans son abdomen et la projette sur ce qui l'attaque.";"Les coléoptères bombardiers sont des coléoptères de la famille des carabidés (Carabidae) ayant la capacité de projeter bruyamment sur leurs prédateurs (fourmis...) un liquide corrosif en ébullition, mélange de substances issues de la réaction entre l'hydroquinone et le peroxyde d'hydrogène conservée"
Q244932;histoire;"Conflit frontalier sino-soviétique de 1969";"Sino-Soviet border conflict";"phare";9;3;ecrit;"fr";2026-09-03;2026-09-07;;"Deux puissances nucléaires communistes se sont battues en 1969 pour une île fluviale déserte de moins de deux kilomètres carrés.";"Le conflit frontalier sino-soviétique de 1969 est une série d'incidents armés entre l'Union soviétique et la Chine, point culminant de la rupture sino-soviétique des années 1960."
Q837314;mysteres;"Conjecture de Syracuse";"Collatz conjecture";"phare";9;1;ecrit;"fr";2026-09-03;2026-09-07;;"Divisez par deux si c'est pair, triplez et ajoutez un sinon : personne ne sait démontrer qu'on retombe toujours sur 1, quel que soit le départ.";"La conjecture de Syracuse, encore appelée conjecture de Collatz, conjecture d'Ulam, conjecture tchèque, problème de Kakutani ou problème 3x + 1, est l'hypothèse mathématique selon laquelle la suite de Syracuse de n'importe quel entier strictement positif atteint 1."
Q129809;arts;"";"Coral Castle";"phare";9;0;ecrit;"fr";2026-09-03;2026-09-07;;"Un homme d'un mètre cinquante affirme avoir déplacé seul, la nuit, plus de mille tonnes de roche, sans jamais dire comment.";"Le Château de Corail (Coral Castle) est une structure en blocs de corail créée par Edward Leedskalnin et située en Floride, au nord de la ville de Homestead."
Q267735;vivant;"Corneille d'Amérique";"American crow";"phare+saviez";9;0;ecrit;"fr";2026-09-03;2026-09-07;;"Elle mémorise le visage d'un humain qui l'a menacée, le transmet à ses congénères, et le harcèle encore cinq ans plus tard.";"La Corneille d'Amérique (Corvus brachyrhynchos) est une espèce de grands passereaux de la famille des Corvidae. Cette corneille a un plumage iridescent complètement noir, et ressemble à la Corneille noire, qui vit en Europe, au Grand Corbeau et à la Corneille d'Alaska."
Q113368879;esprit;"Coumaphène";"Warfarin";"phare";9;1;ecrit;"fr";2026-09-03;2026-09-07;;"Le raticide qui faisait saigner les rats est devenu l'anticoagulant le plus prescrit du monde, prescrit jusqu'à un président américain.";"Le coumaphène ou warfarine (C19H16O4) est un composé organique de la famille des coumarines. C'est une substance active de produit phytosanitaire (ou produit phytopharmaceutique, ou pesticide), qui présente un effet rodenticide, avec toutefois de possibles phénomènes de résistance aux rodenticides."
Q11774391;terre;"Cyclone Hyacinthe";"Cyclone Hyacinthe";"phare";9;5;ecrit;"fr";2026-09-03;2026-09-07;;"En quinze jours de 1980, ce cyclone a déversé plus de six mètres d'eau sur La Réunion, record mondial absolu.";"Le cyclone Hyacinthe est un cyclone tropical en activité en janvier 1980 dans l'océan Indien sud-ouest. Il a touché Maurice, La Réunion et Madagascar."
Q3699867;cosmos;"Cydonia Mensae";"Cydonia (Mars)";"insolite+phare+saviez";9;3;ecrit;"fr";2026-09-03;2026-09-07;;"Une photo floue de 1976 a lancé des décennies de rumeurs ; en haute résolution, ce n'est qu'une colline banale.";"Cydonia Mensae est un relief martien (Mensa) situé dans le quadrangle de Mare Acidalium. Il est à l'origine d'un exemple de paréidolie."
