n;univers;univers_nom;titre;pourquoi;refuser
814;esprit;"Corps & Esprit";"Encéphalite léthargique";"Une épidémie des années 1920 a figé des milliers de gens pendant des décennies, jusqu'à ce qu'un médicament les réveille brièvement en 1969.";
815;esprit;"Corps & Esprit";"Encéphalite à anticorps anti-récepteurs NMDA";"Des jeunes gens internés pour psychose délirante souffraient en réalité d'une inflammation du cerveau, guérissable et longtemps invisible.";
816;esprit;"Corps & Esprit";"Ergotisme";"Un champignon du seigle a fait convulser et halluciner des villages entiers, et l'on soupçonne le pain d'avoir joué un rôle à Salem.";
817;esprit;"Corps & Esprit";"Expérience de Libet";"Votre cerveau prépare votre geste une fraction de seconde avant que vous ayez conscience de décider de le faire.";
818;esprit;"Corps & Esprit";"Expérience de Milgram";"Deux tiers des participants ordinaires ont accepté d'infliger une décharge qu'ils croyaient mortelle, simplement parce qu'un homme en blouse le leur demandait.";
819;esprit;"Corps & Esprit";"Expérience de Psammétique";"Un pharaon aurait fait élever deux nourrissons sans qu'on leur adresse jamais la parole, pour découvrir la langue originelle de l'humanité.";
820;esprit;"Corps & Esprit";"Expérience de Rosenhan";"Huit personnes en bonne santé se font interner en disant entendre un mot ; aucune n'est démasquée, et il leur faut des semaines pour ressortir.";
821;esprit;"Corps & Esprit";"Expérience de Schachter et Singer";"Injectez de l'adrénaline sans prévenir : la personne attribuera son cœur qui bat à la colère ou à la joie, selon l'humeur du voisin.";
822;esprit;"Corps & Esprit";"Expérience de Stanford";"Des étudiants tirés au sort comme gardiens sont devenus humiliants en quelques jours, et l'expérience a dû être arrêtée au bout de six.";
823;esprit;"Corps & Esprit";"Expérience de conformité d'Asch";"Face à sept complices affirmant qu'une ligne courte est la plus longue, une majorité de gens finit par le dire aussi.";
824;esprit;"Corps & Esprit";"Expérience de contagion émotionnelle sur Facebook";"En 2014, le réseau a manipulé le fil de 700 000 utilisateurs pour voir si leur humeur suivait : elle a suivi.";
825;esprit;"Corps & Esprit";"Expérience de la grotte des voleurs";"Deux groupes de garçons en colonie se sont détestés en quelques jours, puis réconciliés uniquement en réparant ensemble une panne d'eau.";
826;esprit;"Corps & Esprit";"Expérience de mort imminente";"Le cerveau de mourants a montré, juste après l'arrêt du cœur, une bouffée d'ondes gamma plus intense qu'à l'état éveillé.";
827;esprit;"Corps & Esprit";"Expérience de sortie du corps";"Stimuler une petite zone du cortex fait flotter le patient au plafond, à la demande, en pleine salle d'opération.";
828;esprit;"Corps & Esprit";"Expérience du pont suspendu";"Abordés au milieu d'un pont vertigineux, des hommes ont pris leur peur pour de l'attirance envers l'enquêtrice et l'ont rappelée bien plus souvent.";
829;esprit;"Corps & Esprit";"FeelSpace";"Portez six semaines une ceinture qui vibre toujours vers le nord, et vous finissez par sentir les points cardinaux comme un sens de plus.";
830;esprit;"Corps & Esprit";"Fibrodysplasie ossifiante progressive";"Chez ces patients, muscles et tendons se transforment en os : un second squelette pousse et verrouille peu à peu le corps.";
831;esprit;"Corps & Esprit";"Folie à deux";"Un délire peut se transmettre par simple cohabitation, et le second croyant guérit souvent en quelques jours si on sépare le couple.";
832;esprit;"Corps & Esprit";"Fœtus in fœtu";"Des chirurgiens ouvrent l'abdomen d'un enfant qui grossit anormalement et y trouvent son jumeau, arrêté au stade fœtal.";
833;esprit;"Corps & Esprit";"Gamme de Shepard";"Une gamme qui monte indéfiniment sans jamais devenir plus aiguë : l'escalier infini d'Escher, mais pour l'oreille.";
834;esprit;"Corps & Esprit";"Genie (enfant sauvage)";"Découverte à treize ans après une séquestration totale, elle a appris des centaines de mots mais jamais la grammaire.";
835;esprit;"Corps & Esprit";"Greffe de moelle osseuse";"Après la greffe, le sang du receveur porte l'ADN du donneur : de quoi égarer durablement une enquête criminelle.";
836;esprit;"Corps & Esprit";"Guugu Yimithirr";"Ses locuteurs ignorent la gauche et la droite : ils disent « ta jambe nord-est », et savent toujours où est le nord, même les yeux bandés.";
837;esprit;"Corps & Esprit";"Hallucination musicale";"En perdant l'audition, certaines personnes entendent en boucle un orchestre ou un cantique parfaitement net, que personne d'autre ne joue.";
838;esprit;"Corps & Esprit";"Hans Berger";"Il a inventé l'électroencéphalogramme en cherchant méthodiquement à prouver l'existence de la télépathie.";
839;esprit;"Corps & Esprit";"Harry Harlow";"Ses bébés singes préféraient s'accrocher à une mère en tissu qui ne les nourrissait pas plutôt qu'à une mère en fil de fer qui les nourrissait.";
840;esprit;"Corps & Esprit";"Henri Languille";"Un médecin a appelé son nom juste après la guillotine ; la tête aurait ouvert les yeux et fixé le sien, deux fois de suite.";
841;esprit;"Corps & Esprit";"Henry Molaison";"Après l'ablation de ses hippocampes, il a vécu cinquante-cinq ans dans un présent permanent, saluant chaque matin les mêmes médecins comme des inconnus.";
842;esprit;"Corps & Esprit";"Himba";"Ils repèrent en une seconde deux verts que vous confondriez, et cherchent longtemps le carré bleu au milieu des verts.";
843;esprit;"Corps & Esprit";"Hiver de la faim";"Les bébés conçus pendant la famine néerlandaise de 1944 portaient encore, soixante ans plus tard, des marques chimiques sur leur ADN.";
844;esprit;"Corps & Esprit";"Homme de Néandertal";"Chaque Européen porte environ 2 % d'ADN néandertalien, qui influence encore son sommeil, sa peau et sa sensibilité à la douleur.";
845;esprit;"Corps & Esprit";"Homoncule de Penfield";"Cartographier le cortex donne un petit bonhomme monstrueux, avec des mains et des lèvres gigantesques et un torse ridicule.";
846;esprit;"Corps & Esprit";"Horripilation";"La chair de poule sert à gonfler une fourrure que nous n'avons plus : c'est un réflexe devenu orphelin.";
847;esprit;"Corps & Esprit";"Hospitalisme";"Des nourrissons nourris et soignés mais jamais pris dans les bras dépérissaient dans les orphelinats, et l'on ne comprenait pas pourquoi.";
848;esprit;"Corps & Esprit";"Hydrocéphalie";"Un fonctionnaire français menant une vie normale avait un cerveau réduit à une fine pellicule, le crâne rempli de liquide.";
849;esprit;"Corps & Esprit";"Hyperthymésie";"Une poignée de personnes peuvent vous dire ce qu'elles ont mangé et quel temps il faisait n'importe quel jour de leur vie.";
850;esprit;"Corps & Esprit";"Hypertrichose";"Une pilosité qui recouvre tout le visage a valu à des familles entières plusieurs générations de carrière dans les foires.";
851;esprit;"Corps & Esprit";"Hypnose";"Des patients ont été opérés sans anesthésie chimique sous simple hypnose, et l'imagerie montre que leur cerveau traite bel et bien la douleur autrement.";
852;esprit;"Corps & Esprit";"Hypothèse de Sapir-Whorf";"Un pont est masculin en espagnol, féminin en allemand, et les locuteurs le décrivent spontanément solide ou élégant selon leur langue.";
853;esprit;"Corps & Esprit";"Hypothèse du feedback facial";"Un crayon entre les dents devait rendre les dessins plus drôles ; dix-sept laboratoires ont réessayé et n'ont rien retrouvé.";
854;esprit;"Corps & Esprit";"Héautoscopie";"Certains patients voient un double d'eux-mêmes debout à côté d'eux, et ne savent plus depuis quel corps ils regardent la scène.";
855;esprit;"Corps & Esprit";"Héminégligence";"Ces patients mangent la moitié droite de leur assiette, rasent la moitié droite de leur visage, et ne comprennent même pas la question quand on évoque l'autre moitié.";
856;esprit;"Corps & Esprit";"Hémisphérectomie";"Des enfants privés chirurgicalement d'un hémisphère entier réapprennent à parler et à marcher, la moitié restante reprenant patiemment le travail.";
857;esprit;"Corps & Esprit";"Ian Waterman";"À dix-neuf ans, il a perdu le sens de son propre corps ; il a réappris à marcher en se regardant marcher, et s'effondre dès qu'on éteint la lumière.";
858;esprit;"Corps & Esprit";"Ignace Semmelweis";"Il a divisé par dix la mortalité des accouchées en imposant le lavage des mains, et ses confrères l'ont fait interner.";
859;esprit;"Corps & Esprit";"Illusion d'échange de corps";"Avec deux caméras et des gestes synchronisés, vous pouvez vous serrer la main en étant persuadé d'habiter le corps d'en face.";
860;esprit;"Corps & Esprit";"Illusion de Müller-Lyer";"Deux traits égaux paraissent inégaux — sauf chez des peuples qui grandissent loin des angles droits et ne tombent pas dans le piège.";
861;esprit;"Corps & Esprit";"Illusion de Pinocchio";"En vibrant un tendon du bras pendant que vous vous tenez le nez, on peut vous donner la sensation nette que votre nez s'allonge.";
862;esprit;"Corps & Esprit";"Illusion de Thatcher";"Yeux et bouche retournés dans un visage à l'envers passent inaperçus ; redressez la photo, le monstre vous saute au visage.";
863;esprit;"Corps & Esprit";"Illusion de l'échiquier d'Adelson";"Deux cases d'un damier ont exactement la même teinte de gris, et vous ne parviendrez jamais à les voir identiques.";
864;esprit;"Corps & Esprit";"Illusion de la main en caoutchouc";"Quelques minutes de caresses synchronisées suffisent à faire adopter une main en plastique par votre cerveau, qui vous fait sursauter quand un marteau la frappe.";
865;esprit;"Corps & Esprit";"Illusion de la parole transformée en chant";"Répétez en boucle une phrase parlée : au dixième passage elle se met à chanter, et elle ne redeviendra plus jamais de la parole.";
866;esprit;"Corps & Esprit";"Illusion de profondeur explicative";"Expliquez en détail comment fonctionne une fermeture éclair ou une chasse d'eau : vous découvrirez en cours de route que vous n'en savez rien.";
867;esprit;"Corps & Esprit";"Illusion du lapin cutané";"Trois tapes au poignet puis trois au coude, et vous sentez des sauts réguliers le long d'un bras où rien ne vous a touché.";
868;esprit;"Corps & Esprit";"Illusion du masque creux";"Un masque vu de l'intérieur se bombe malgré vous ; certaines personnes schizophrènes, elles, voient le creux tel qu'il est.";
869;esprit;"Corps & Esprit";"Illusion du triton";"Deux notes montent pour un Anglais et descendent pour un Californien : votre langue maternelle décide du sens de la mélodie.";
870;esprit;"Corps & Esprit";"Illusion thermique de la grille";"Des barres tièdes alternées, chaudes et froides, posez la paume dessus : vous ressentez une brûlure qui n'existe pas.";
871;esprit;"Corps & Esprit";"Imagerie par résonance magnétique fonctionnelle";"Entraîné sur votre cerveau, un modèle peut reconstituer approximativement l'histoire que vous écoutez, ou celle que vous imaginez.";
872;esprit;"Corps & Esprit";"Insomnie fatale familiale";"Une mutation rend le sommeil littéralement impossible : les malades cessent de dormir et aucun somnifère ne parvient à les rendormir.";
873;esprit;"Corps & Esprit";"Iproniazide";"Des tuberculeux traités se sont mis à danser dans les couloirs de l'hôpital : le premier antidépresseur venait d'être trouvé par accident.";
874;esprit;"Corps & Esprit";"Isabelle Dinoire";"Première greffée du visage au monde, elle a dû réapprendre à sourire avec les muscles d'une autre femme.";
875;esprit;"Corps & Esprit";"Jamais-vu";"Répétez trente fois un mot familier : il se vide de son sens et devient une suite de sons étrangers.";
876;esprit;"Corps & Esprit";"James Harrison";"Son plasma contenait un anticorps si rare qu'en soixante ans de dons il a permis de sauver plus de deux millions de nouveau-nés.";
877;esprit;"Corps & Esprit";"Jean-Baptiste Denys";"Les toutes premières transfusions injectaient du sang d'agneau dans les veines humaines, et l'affaire s'est terminée devant un tribunal.";
878;esprit;"Corps & Esprit";"Jo Cameron";"Une mutation la prive de douleur et d'anxiété ; on a découvert son arthrose parce qu'elle ne réclamait aucun antalgique après l'opération.";
879;esprit;"Corps & Esprit";"Joseph Meister";"Enfant mordu par un chien enragé, il a reçu en 1885 un vaccin jamais essayé sur l'être humain, et il a survécu.";
880;esprit;"Corps & Esprit";"Joy Milne";"Elle sent l'odeur de la maladie de Parkinson sur les vêtements, des années avant que le moindre symptôme n'apparaisse.";
881;esprit;"Corps & Esprit";"Jumeau évanescent";"Beaucoup de grossesses commencent à deux ; un embryon disparaît, absorbé par l'autre, sans que personne ne le sache jamais.";
882;esprit;"Corps & Esprit";"Kenneth Parks";"Il a conduit vingt-trois kilomètres endormi et commis un crime dont il n'a aucun souvenir ; le tribunal l'a acquitté pour somnambulisme.";
883;esprit;"Corps & Esprit";"Kim Peek";"Né sans corps calleux, il lisait deux pages à la fois, une par œil, et connaissait par cœur près de douze mille livres.";
884;esprit;"Corps & Esprit";"Kinésie paradoxale";"Un parkinsonien figé sur place se met à courir si on lui lance une balle ou si la musique démarre.";
885;esprit;"Corps & Esprit";"Kuru";"Transmise par les rites funéraires d'un peuple de Nouvelle-Guinée, cette maladie a parfois mis cinquante ans à se déclarer chez ses porteurs.";
886;esprit;"Corps & Esprit";"Kétamine";"Un anesthésique de terrain des années 1960 lève certaines dépressions en quelques heures, là où les traitements classiques mettent des semaines.";
887;esprit;"Corps & Esprit";"LRP5";"Une famille dont les os sont si denses qu'aucun de ses membres ne s'est jamais rien cassé, accidents de voiture compris.";
888;esprit;"Corps & Esprit";"La robe";"Une photo de robe a coupé Internet en deux en 2015, chacun voyant sincèrement des couleurs opposées selon l'éclairage que son cerveau supposait.";
